INT	INT	INT	STRING	INT	INT	INT
10203014	-1	-1	-1	0	2	0
10203015	-1	-1	-1	0	2	0
10203016	-1	-1	-1	0	2	0
10203017	-1	-1	-1	0	2	0
10203018	-1	-1	-1	0	2	0
10203019	-1	-1	-1	0	2	0
10203020	-1	-1	-1	0	2	0
10204011	-1	-1	-1	0	2	0
10204012	-1	-1	-1	0	2	0
10204013	-1	-1	-1	0	2	0
10204014	-1	-1	-1	0	2	0
10204015	-1	-1	-1	0	2	0
10204016	-1	-1	-1	0	2	0
10204017	-1	-1	-1	0	2	0
10204018	-1	-1	-1	0	2	0
10204019	-1	-1	-1	0	2	0
10204020	-1	-1	-1	0	2	0
10205011	-1	-1	-1	0	2	0
10205012	-1	-1	-1	0	2	0
10205013	-1	-1	-1	0	2	0
10205014	-1	-1	-1	0	2	0
10205015	-1	-1	-1	0	2	0
10205016	-1	-1	-1	0	2	0
10205017	-1	-1	-1	0	2	0
10205018	-1	-1	-1	0	2	0
10205019	-1	-1	-1	0	2	0
10205020	-1	-1	-1	0	2	0
10210002	-1	-1	-1	0	2	0
10210004	-1	-1	-1	0	2	0
10210006	-1	-1	-1	0	2	0
10210008	-1	-1	-1	0	2	0
10210010	-1	-1	-1	0	2	0
10210012	-1	-1	-1	0	2	0
10210014	-1	-1	-1	0	2	0
10210016	-1	-1	-1	0	2	0
10210018	-1	-1	-1	0	2	0
10210020	-1	-1	-1	0	2	0
10210022	-1	-1	-1	0	2	0
10210024	-1	-1	-1	0	2	0
10210026	-1	-1	-1	0	2	0
10210028	-1	-1	-1	0	2	0
10210030	-1	-1	-1	0	2	0
10210032	-1	-1	-1	0	2	0
10210034	-1	-1	-1	0	2	0
10210036	-1	-1	-1	0	2	0
10210038	-1	-1	-1	0	2	0
10210040	-1	-1	-1	0	2	0
10210042	-1	-1	-1	0	2	0
10210044	-1	-1	-1	0	2	0
10210046	-1	-1	-1	0	2	0
10210048	-1	-1	-1	0	2	0
10210050	-1	-1	-1	0	2	0
10210052	-1	-1	-1	0	2	0
10210054	-1	-1	-1	0	2	0
10210056	-1	-1	-1	0	2	0
10210058	-1	-1	-1	0	2	0
10210060	-1	-1	-1	0	2	0
10211002	-1	-1	-1	0	2	0
10211004	-1	-1	-1	0	2	0
10211006	-1	-1	-1	0	2	0
10211008	-1	-1	-1	0	2	0
10211010	-1	-1	-1	0	2	0
10211012	-1	-1	-1	0	2	0
10211014	-1	-1	-1	0	2	0
10211016	-1	-1	-1	0	2	0
10211018	-1	-1	-1	0	2	0
10211020	-1	-1	-1	0	2	0
10211022	-1	-1	-1	0	2	0
10211024	-1	-1	-1	0	2	0
10211026	-1	-1	-1	0	2	0
10211028	-1	-1	-1	0	2	0
10211030	-1	-1	-1	0	2	0
10211032	-1	-1	-1	0	2	0
10211034	-1	-1	-1	0	2	0
10211036	-1	-1	-1	0	2	0
10211038	-1	-1	-1	0	2	0
10211040	-1	-1	-1	0	2	0
10211042	-1	-1	-1	0	2	0
10211044	-1	-1	-1	0	2	0
10211046	-1	-1	-1	0	2	0
10211048	-1	-1	-1	0	2	0
10211050	-1	-1	-1	0	2	0
10211052	-1	-1	-1	0	2	0
10211054	-1	-1	-1	0	2	0
10211056	-1	-1	-1	0	2	0
10211058	-1	-1	-1	0	2	0
10211060	-1	-1	-1	0	2	0
10212002	-1	-1	-1	0	2	0
10212004	-1	-1	-1	0	2	0
10212006	-1	-1	-1	0	2	0
10212008	-1	-1	-1	0	2	0
10212010	-1	-1	-1	0	2	0
10212012	-1	-1	-1	0	2	0
10212014	-1	-1	-1	0	2	0
10212016	-1	-1	-1	0	2	0
10212018	-1	-1	-1	0	2	0
10212020	-1	-1	-1	0	2	0
10212022	-1	-1	-1	0	2	0
10212024	-1	-1	-1	0	2	0
10212026	-1	-1	-1	0	2	0
10212028	-1	-1	-1	0	2	0
10212030	-1	-1	-1	0	2	0
10212032	-1	-1	-1	0	2	0
10212034	-1	-1	-1	0	2	0
10212036	-1	-1	-1	0	2	0
10212038	-1	-1	-1	0	2	0
10212040	-1	-1	-1	0	2	0
10212042	-1	-1	-1	0	2	0
10212044	-1	-1	-1	0	2	0
10212046	-1	-1	-1	0	2	0
10212048	-1	-1	-1	0	2	0
10212050	-1	-1	-1	0	2	0
10212052	-1	-1	-1	0	2	0
10212054	-1	-1	-1	0	2	0
10212056	-1	-1	-1	0	2	0
10212058	-1	-1	-1	0	2	0
10212060	-1	-1	-1	0	2	0
10213002	-1	-1	-1	0	2	0
10213004	-1	-1	-1	0	2	0
10213006	-1	-1	-1	0	2	0
10213008	-1	-1	-1	0	2	0
10213010	-1	-1	-1	0	2	0
10213012	-1	-1	-1	0	2	0
10213014	-1	-1	-1	0	2	0
10213016	-1	-1	-1	0	2	0
10213018	-1	-1	-1	0	2	0
10213020	-1	-1	-1	0	2	0
10213022	-1	-1	-1	0	2	0
10213024	-1	-1	-1	0	2	0
10213026	-1	-1	-1	0	2	0
10213028	-1	-1	-1	0	2	0
10213030	-1	-1	-1	0	2	0
10213032	-1	-1	-1	0	2	0
10213034	-1	-1	-1	0	2	0
10213036	-1	-1	-1	0	2	0
10213038	-1	-1	-1	0	2	0
10213040	-1	-1	-1	0	2	0
10213042	-1	-1	-1	0	2	0
10213044	-1	-1	-1	0	2	0
10213046	-1	-1	-1	0	2	0
10213048	-1	-1	-1	0	2	0
10213050	-1	-1	-1	0	2	0
10213052	-1	-1	-1	0	2	0
10213054	-1	-1	-1	0	2	0
10213056	-1	-1	-1	0	2	0
10213058	-1	-1	-1	0	2	0
10213060	-1	-1	-1	0	2	0
10214002	-1	-1	-1	0	2	0
10214004	-1	-1	-1	0	2	0
10214006	-1	-1	-1	0	2	0
10214008	-1	-1	-1	0	2	0
10214010	-1	-1	-1	0	2	0
10214012	-1	-1	-1	0	2	0
10214014	-1	-1	-1	0	2	0
10214016	-1	-1	-1	0	2	0
10214018	-1	-1	-1	0	2	0
10214020	-1	-1	-1	0	2	0
10215002	-1	-1	-1	0	2	0
10215004	-1	-1	-1	0	2	0
10215006	-1	-1	-1	0	2	0
10215008	-1	-1	-1	0	2	0
10215010	-1	-1	-1	0	2	0
10215012	-1	-1	-1	0	2	0
10215014	-1	-1	-1	0	2	0
10215016	-1	-1	-1	0	2	0
10215018	-1	-1	-1	0	2	0
10215020	-1	-1	-1	0	2	0
10220011	-1	-1	-1	0	2	0
10220012	-1	-1	-1	0	2	0
10220013	-1	-1	-1	0	2	0
10220014	-1	-1	-1	0	2	0
10220015	-1	-1	-1	0	2	0
10220016	-1	-1	-1	0	2	0
10220017	-1	-1	-1	0	2	0
10220018	-1	-1	-1	0	2	0
10220019	-1	-1	-1	0	2	0
10220020	-1	-1	-1	0	2	0
10221011	-1	-1	-1	0	2	0
10221012	-1	-1	-1	0	2	0
10221013	-1	-1	-1	0	2	0
10221014	-1	-1	-1	0	2	0
10221015	-1	-1	-1	0	2	0
10221016	-1	-1	-1	0	2	0
10221017	-1	-1	-1	0	2	0
10221018	-1	-1	-1	0	2	0
10221019	-1	-1	-1	0	2	0
10221020	-1	-1	-1	0	2	0
10222011	-1	-1	-1	0	2	0
10222012	-1	-1	-1	0	2	0
10222013	-1	-1	-1	0	2	0
10222014	-1	-1	-1	0	2	0
10222015	-1	-1	-1	0	2	0
10222016	-1	-1	-1	0	2	0
10222017	-1	-1	-1	0	2	0
10222018	-1	-1	-1	0	2	0
10222019	-1	-1	-1	0	2	0
10222020	-1	-1	-1	0	2	0
10222031	-1	-1	-1	0	2	0
10222032	-1	-1	-1	0	2	0
10222033	-1	-1	-1	0	2	0
10222034	-1	-1	-1	0	2	0
10222035	-1	-1	-1	0	2	0
10222036	-1	-1	-1	0	2	0
10223011	-1	-1	-1	0	2	0
10223012	-1	-1	-1	0	2	0
10223013	-1	-1	-1	0	2	0
10223014	-1	-1	-1	0	2	0
10223015	-1	-1	-1	0	2	0
10223016	-1	-1	-1	0	2	0
10223017	-1	-1	-1	0	2	0
10223018	-1	-1	-1	0	2	0
10223019	-1	-1	-1	0	2	0
10223020	-1	-1	-1	0	2	0
10223031	-1	-1	-1	0	2	0
10223032	-1	-1	-1	0	2	0
10223033	-1	-1	-1	0	2	0
10223034	-1	-1	-1	0	2	0
10223035	-1	-1	-1	0	2	0
10223036	-1	-1	-1	0	2	0
10300000	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10300001	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10300002	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10300003	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10300004	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10300005	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10300006	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10300007	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10300100	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10300101	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10300102	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10300103	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10300104	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10300105	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10300106	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10300107	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10300108	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10300109	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10300110	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10300111	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10301000	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10301001	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10301100	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10301101	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10301102	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10301103	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10301104	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10301105	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10301106	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10301107	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10301108	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10301109	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10301110	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10301111	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10301198	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10301199	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“奋力”	0	1	0
10301200	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10301201	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10301202	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10301203	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10301204	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10301205	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10301206	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10301207	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10301208	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10301209	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10301210	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10301211	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10302000	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302001	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302002	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302003	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302004	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302005	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302006	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302007	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302008	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302009	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302010	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302011	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10302100	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10302101	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10302102	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10302103	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10302104	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10302105	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10302106	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10302107	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10302108	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10302109	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10302110	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10302111	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10302200	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10302201	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10302202	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10302203	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10302204	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10302205	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10302206	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10302207	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10302208	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10302209	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10302210	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10302211	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10303000	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10303001	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10303100	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10303101	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10303102	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10303103	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10303104	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10303105	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10303106	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10303107	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10303108	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10303109	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10303110	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10303111	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“破绽”	0	1	0
10303200	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10303201	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“打怒”	0	1	0
10303202	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10303203	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10303204	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“打怒”	0	1	0
10303205	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10303206	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10303207	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“打怒”	0	1	0
10303208	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10303209	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10303210	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“打怒”	0	1	0
10303211	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10304000	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304001	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304002	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304003	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304004	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304005	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304006	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304007	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304008	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304009	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“精妙”	0	1	0
10304100	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10304101	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10304102	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10304103	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10304104	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10304105	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10304106	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10304107	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10304108	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10304109	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10304110	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10304111	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10305000	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“绝妙”	0	1	0
10305001	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“绝妙”	0	1	0
10305002	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“绝妙”	0	1	0
10305003	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“绝妙”	0	1	0
10305004	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“绝妙”	0	1	0
10305005	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“绝妙”	0	1	0
10305006	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“绝妙”	0	1	0
10305007	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“绝妙”	0	1	0
10305008	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10305009	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“蓄力”	0	1	0
10305100	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10305101	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10305102	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10305103	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10305104	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10305105	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10305106	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10305107	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10305108	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10305109	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10305110	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸气”	0	1	0
10305111	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10305200	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10305201	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10305202	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10305203	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10305204	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10305205	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10305206	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10305207	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10305208	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10305209	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“减速”	0	1	0
10305210	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“吸血”	0	1	0
10305211	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“虚弱”	0	1	0
10410082	24	-1	-1	0	1	0
10410083	24	-1	-1	0	1	0
10410084	24	-1	-1	0	1	0
10410085	24	-1	-1	0	1	0
10410086	24	-1	-1	0	1	0
10410087	24	-1	-1	0	1	0
10410088	24	-1	-1	0	1	0
10410089	24	-1	-1	0	1	0
10410090	24	-1	-1	0	1	0
10410091	24	-1	-1	0	1	0
10410092	24	-1	-1	0	1	0
10410093	24	-1	-1	0	1	0
10410094	24	-1	-1	0	1	0
10410095	24	-1	-1	0	1	0
10410096	24	-1	-1	0	1	0
10410097	24	-1	-1	0	1	0
10410098	168	-1	-1	1	1	0
10410099	168	-1	-1	1	1	0
10410100	168	-1	-1	1	1	0
10410101	168	-1	-1	1	1	0
10410102	168	-1	-1	1	1	0
10410103	168	-1	-1	1	1	0
10410104	168	-1	-1	1	1	0
10410105	168	-1	-1	1	1	0
10410106	168	-1	-1	1	1	0
10410107	168	-1	-1	1	1	0
10410108	-1	-1	-1	1	1	0
10410109	-1	-1	-1	1	1	0
10410110	-1	-1	-1	1	1	0
10410111	-1	-1	-1	1	1	0
10410112	-1	-1	-1	1	1	0
10410113	-1	-1	-1	1	1	0
10410114	-1	-1	-1	1	1	0
10410115	-1	-1	-1	1	1	0
10410116	-1	-1	-1	1	1	0
10410117	-1	-1	-1	1	1	0
10410118	168	-1	-1	1	1	0
10410119	168	-1	-1	1	1	0
10410120	168	-1	-1	1	1	0
10410121	168	-1	-1	1	1	0
10410122	168	-1	-1	1	1	0
10410123	168	-1	-1	1	1	0
10410124	168	-1	-1	1	1	0
10410125	168	-1	-1	1	1	0
10410126	168	-1	-1	1	1	0
10410127	168	-1	-1	1	1	0
10410136	24	-1	-1	1	1	0
10410137	168	-1	-1	1	1	0
10410138	168	-1	-1	1	1	0
10410139	168	-1	-1	1	1	0
10410140	168	-1	-1	1	1	0
10410141	168	-1	-1	1	1	0
10410142	168	-1	-1	1	1	0
10410143	168	-1	-1	1	1	0
10410144	168	-1	-1	1	1	0
10410145	168	-1	-1	1	1	0
10410146	168	-1	-1	1	1	0
10410147	-1	-1	-1	1	1	0
10410148	-1	-1	-1	1	1	0
10420088	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“失明”	0	1	0
10420089	-1	-1	#c00ff00装备：击中敌人后有更大机率触发“失明”	0	1	0
10420090	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“失明”	0	1	0
10420091	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“失明”	0	1	0
10422016	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“封穴”	0	1	0
10422149	-1	-1	#c00ff00装备：击中敌人后有更大机率触发“封穴”	0	1	0
10422150	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“封穴”	0	1	0
10422155	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“封穴”	0	1	0
10422160	-1	-1	-1	0	1	0
10423024	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“麻痹”	0	1	0
10423025	-1	-1	#c00ff00装备：击中敌人后有更大机率触发“麻痹”	0	1	0
10423026	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“麻痹”	0	1	0
10423064	-1	-1	#c00ff00装备：击中敌人后有一定机率触发“麻痹”	0	1	0
10453100	-1	2005	#cff6633扩展品质:#H(新手)#r#I攻击目标#G10%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-100点	1	1	0
10453101	-1	2005	#cff6633扩展品质:#H(省略)#r#I攻击目标#G11%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-200点	1	1	0
10453102	-1	2005	#cff6633扩展品质:#H(普通)#r#I攻击目标#G12%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-300点	1	1	0
10453103	-1	2005	#cff6633扩展品质:#H(优秀)#r#I攻击目标#G13%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-400点	1	1	0
10453104	-1	2005	#cff6633扩展品质:#H(精良)#r#I攻击目标#G14%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-500点	1	1	0
10453105	-1	2005	#cff6633扩展品质:#H(极品)#r#I攻击目标#G15%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-600点	1	1	0
10453106	-1	2005	#cff6633扩展品质:#H(史诗)#r#I攻击目标#G16%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-700点	1	1	0
10453107	-1	2005	#cff6633扩展品质:#H(传说)#r#I攻击目标#G17%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-800点	1	1	0
