INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
103	桃花阵	桃花阵	1	0	30	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2454	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
104	桃花阵	桃花阵	1	0	40	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2455	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
105	桃花阵	桃花阵	1	0	50	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2456	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
106	桃花阵	桃花阵	1	0	60	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2457	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
107	桃花阵	桃花阵	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2458	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
108	桃花阵	桃花阵	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2459	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
109	桃花阵	桃花阵	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2460	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
110	桃花阵	桃花阵	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2461	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
111	桃花阵	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2462	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
112	桃花阵	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2463	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
113	桃花阵	桃花阵	1	0	130	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17171	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
114	桃花阵	桃花阵	1	0	140	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17172	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
115	桃花阵	桃花阵	1	0	150	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17173	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
116	桃花阵	桃花阵	1	0	160	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17174	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
117	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22070	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
118	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22071	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
119	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22072	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
120	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22073	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
121	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22074	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
122	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22075	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
123	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22076	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
124	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22077	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
125	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22078	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
126	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22079	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
127	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22080	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
128	天罡阵	天罡阵	0	0	0	2	15	boss花容陷阱-人	-1	boss花容陷阱-爆发紫色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22081	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
129	地煞阵	地煞阵	0	0	0	2	15	boss花容陷阱-地	-1	boss花容陷阱-爆发黄色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22082	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
130	人亡阵	人亡阵	0	0	0	2	15	boss花容陷阱-失误	-1	boss花容陷阱-爆发红色	-1		-1	0	0	0		30000	2000	2	5	12	0	0	0	0	0	效果1	22083	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
131	强化阵	强化阵	0	0	0	2	1	boss花容陷阱-天	-1	boss花容陷阱-爆发绿色	-1		-1	0	0	0		10000	500	2	15	12	0	0	0	0	0	效果1	22084	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
132	公孙胜烟雾	公孙胜烟雾	0	1	0	0	0	boss_生死擂台公孙胜埋伏烟雾	-1		-1		-1	0	0	0		2000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
133	公孙胜烟雾	公孙胜烟雾	0	1	0	0	0	boss_生死擂台公孙胜埋伏烟雾	-1		-1		-1	0	0	0		5000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
134	小爆炸	小爆炸	0	1	0	0	0	npc燃烧弹-爆炸01	-1		-1		-1	0	0	0		2000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
135	大爆炸	大爆炸	0	1	0	0	0	npc高爆弹-爆炸01	-1		-1		-1	0	0	0		5000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
136	臭蛋爆炸	臭蛋爆炸	0	1	0	0	0	npc臭弹-爆炸01	-1		-1		-1	0	0	0		5000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
137	燃烧弹刷新	燃烧弹刷新	0	1	0	0	0	npc燃烧弹-刷新	-1		-1		-1	0	0	0		5000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
138	高爆弹刷新	高爆弹刷新	0	1	0	0	0	npc高爆弹-刷新	-1		-1		-1	0	0	0		5000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
139	步步生花	步步生花	5	0	10	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32583	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
140	步步生花	步步生花	5	0	20	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32584	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
141	步步生花	步步生花	5	0	30	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32585	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
142	步步生花	步步生花	5	0	40	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32586	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
143	步步生花	步步生花	5	0	50	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32587	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
144	步步生花	步步生花	5	0	60	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32588	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
145	步步生花	步步生花	5	0	70	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32589	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
146	步步生花	步步生花	5	0	80	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32590	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
147	步步生花	步步生花	5	0	90	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32591	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
148	步步生花	步步生花	5	0	100	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32592	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
149	步步生花	步步生花	5	0	110	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32593	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
150	步步生花	步步生花	5	0	120	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32594	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
151	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32595	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
152	步步生花	步步生花	5	0	140	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32596	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
153	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32597	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
154	步步生花	步步生花	5	0	160	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
155	将进酒1	将进酒1	0	0	0	2	2	buff_陷阱将进酒_01	-1	buff_陷阱将进酒_激发	-1		-1	0	0	0		14500	7000	3	5	12	0	0	0	0	0	效果1	22213	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
156	将进酒2	将进酒2	0	0	0	2	2	buff_陷阱将进酒_02	-1	buff_陷阱将进酒_激发	-1		-1	0	0	0		14500	7000	3	5	12	0	0	0	0	0	效果1	22213	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
157	连年有余	连年有余	0	1	0	0	0	yanhua_091119_春节2	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
158	福到了	福到了	0	1	0	0	0	yanhua_091118_春节	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
159	心如爱意	心如爱意	0	1	0	0	0	yanhua_091116_情人节2	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
160	此情正浓	此情正浓	0	1	0	0	0	yanhua_091110_情人节	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
161	回音幡攻击	回音幡攻击	0	0	170	2	1	boss花容陷阱-天	-1	g01_xy_定海神针_3	-1		-1	0	0	0		1000	800	10	10	12	0	0	0	0	0	效果1	22421	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
162	十步一杀1	十步一杀1	0	0	0	2	2	buff_陷阱十步一杀_一	-1	buff_陷阱十步一杀_激发	-1		-1	0	0	0		9500	4000	2	3	1	0	0	0	0	0	效果1	22451	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
163	十步一杀2	十步一杀2	0	0	0	2	2	buff_陷阱十步一杀_二	-1	buff_陷阱十步一杀_激发	-1		-1	0	0	0		9500	4000	2	3	1	0	0	0	0	0	效果1	22451	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
164	十步一杀3	十步一杀3	0	0	0	2	2	buff_陷阱十步一杀_三	-1	buff_陷阱十步一杀_激发	-1		-1	0	0	0		9500	4000	2	3	1	0	0	0	0	0	效果1	22451	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
165	十步一杀4	十步一杀4	0	0	0	2	2	buff_陷阱十步一杀_四	-1	buff_陷阱十步一杀_激发	-1		-1	0	0	0		9500	4000	2	3	1	0	0	0	0	0	效果1	22451	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
166	十步一杀5	十步一杀5	0	0	0	2	2	buff_陷阱十步一杀_五	-1	buff_陷阱十步一杀_激发	-1		-1	0	0	0		9500	4000	2	3	1	0	0	0	0	0	效果1	22451	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
167	十步一杀6	十步一杀6	0	0	0	2	2	buff_陷阱十步一杀_六	-1	buff_陷阱十步一杀_激发	-1		-1	0	0	0		9500	4000	2	3	1	0	0	0	0	0	效果1	22451	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
168	白云	白云	0	0	0	2	15	buff_白云	-1	boss花容陷阱-爆发黄色	-1		-1	0	0	0		20000	2000	2	5	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
169	黑云	黑云	0	0	0	2	15	buff_黑云	-1	boss花容陷阱-爆发红色	-1		-1	0	0	0		20000	2000	2	5	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
170	世界杯烟花二	世界杯烟花二	0	1	0	0	0	yanhua_2010世界杯二	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
171	世界杯烟花三	世界杯烟花三	0	1	0	0	0	yanhua_2010世界杯三	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
172	流星恋情	流星恋情	0	1	0	0	0	yanhua_10Q3七夕二	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
173	花团锦簇	花团锦簇	0	1	0	0	0	yanhua_10Q3七夕_01	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
174	锦绣中华	锦绣中华	0	1	0	0	0	yanhua_100823_国庆节	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
175	十月流火	十月流火	0	1	0	0	0	yanhua_100826_国庆节	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
176	花好月圆	花好月圆	0	1	0	0	0	yanhua_100825_中秋节	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
177	红星闪闪	红星闪闪	0	1	0	0	0	yanhuo_61国庆01	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
178	共庆华诞	共庆华诞	0	1	0	0	0	yanhuo_61国庆02	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
179	花团锦簇	花团锦簇	0	1	0	0	0	yanhua_100823_国庆节	-1		-1		-1	0	0	0		20000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
180	锦绣中华	锦绣中华	0	1	0	0	0	yanhua_100826_国庆节	-1		-1		-1	0	0	0		20000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
181	红星闪闪	红星闪闪	0	1	0	0	0	yanhuo_61国庆01	-1		-1		-1	0	0	0		20000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
182	共庆华诞	共庆华诞	0	1	0	0	0	yanhuo_61国庆02	-1		-1		-1	0	0	0		20000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
183	五星锦福	五星锦福	0	1	0	0	0	yanhua_10Q4_元旦	-1		-1		-1	0	0	0		20000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
184	七彩魔方	七彩魔方	0	1	0	0	0	yanhua_10Q4_元旦一	-1		-1		-1	0	0	0		20000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
185	圣诞树	圣诞树	0	1	0	0	0	yanhua_10Q4_圣诞节一	-1		-1		-1	0	0	0		20000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
186	圣诞礼盒	圣诞礼盒	0	1	0	0	0	yanhua_10Q4_圣诞节二	-1		-1		-1	0	0	0		20000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
187	凌神式消失	凌神式消失	0	1	0	0	0	m01_gs_秘剑式_聚气	294		-1		-1	0	0	0		500	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
188	诱敌深入	诱敌深入	0	0	0	2	3	boss_兵圣奇阵林_诱敌深入	-1	boss_兵圣奇阵林_诱敌深入_爆发	-1		-1	0	0	0		6000	2000	300	3	24	0	0	0	0	0	效果1	19420	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
189	水迹	水迹	0	0	0	2	16	buff_boss兵圣奇阵火_侵略如火_水陷阱	-1		-1		-1	0	0	0		16000	1000	300	5	24	0	0	0	0	0	效果1	19440	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
190	地火焚天	地火焚天	0	0	0	2	32	buff_boss兵圣奇阵火_地火焚天_陷阱	-1	buff_boss兵圣奇阵火_地火焚天_陷阱爆发	-1		-1	0	0	0		96000	3000	300	5	24	0	0	0	0	0	效果1	19442	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
191	风雷弹爆炸	风雷弹爆炸	0	0	0	2	1		-1		-1		-1	0	0	0		500	500	300	3	24	0	0	0	0	0	效果1	19439	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
192	石堆爆炸	石堆爆炸	0	0	0	2	1		-1		-1		-1	0	0	0		500	500	300	3	24	0	0	0	0	0	效果1	19458	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
193	旋风爆炸	旋风爆炸	0	0	0	2	1	npc_兵圣奇阵风_旋风_01	-1	npc_兵圣奇阵风_旋风_自爆_01	-1		-1	0	0	0		500	500	300	1	24	0	0	0	0	0	效果1	19445	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
194	诱敌深入困难	诱敌深入困难	0	0	0	2	3	boss_兵圣奇阵林_诱敌深入	-1	boss_兵圣奇阵林_诱敌深入_爆发	-1		-1	0	0	0		6000	2000	300	3	24	0	0	0	0	0	效果1	19361	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
195	地火焚天困难	地火焚天困难	0	0	0	2	32	buff_boss兵圣奇阵火_地火焚天_陷阱	-1	buff_boss兵圣奇阵火_地火焚天_陷阱爆发	-1		-1	0	0	0		96000	3000	300	5	24	0	0	0	0	0	效果1	19374	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
196	风雷弹爆炸困难	风雷弹爆炸困难	0	0	0	2	1		-1		-1		-1	0	0	0		500	500	300	3	24	0	0	0	0	0	效果1	19373	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
197	石堆爆炸困难	石堆爆炸困难	0	0	0	2	1		-1		-1		-1	0	0	0		500	500	300	3	24	0	0	0	0	0	效果1	19386	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
198	旋风爆炸困难	旋风爆炸困难	0	0	0	2	1	npc_兵圣奇阵风_旋风_01	-1	npc_兵圣奇阵风_旋风_自爆_01	-1		-1	0	0	0		500	500	300	1	24	0	0	0	0	0	效果1	19375	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
